ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,17/1296,110/18888,0.0013138564099359,0.0128678583381644,0.00933468142050371,LDHA/HK2/GALK1/PKM/AK4/ALDOA/GAPDH/IGF1/BAD/PFKP/SLC4A4/COL6A1/MPP1/DDIT4/CASK/ZBTB20/NT5E,17
BP,GO:0031670,cellular response to nutrient,10/1296,48/18888,0.00132487912390876,0.0129298822818282,0.00937967521351337,LEP/TRIM24/SFRP1/POSTN/FOLR2/VDR/COL1A1/SNAI2/PDK2/CYP24A1,10
BP,GO:0035850,epithelial cell differentiation involved in kidney development,10/1296,48/18888,0.00132487912390876,0.0129298822818282,0.00937967521351337,MTSS1/LAMB2/BASP1/GATA3/PROM1/MEF2C/PODXL/NOTCH2/ACTA2/EDN1,10
BP,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,24/1296,180/18888,0.00133804790658721,0.0130353288991552,0.00945616895114633,HTRA4/NPNT/ENG/TSC22D1/FBN2/HTRA1/LTBP1/SPRED1/PMEPA1/MTMR4/CITED2/ZEB2/RASL11B/ZNF703/CHST11/MYOCD/TWSG1/BAMBI/SKIL/TGFB1/MIR181A2/LOX/NREP/CDH3,24
BP,GO:0007519,skeletal muscle tissue development,23/1296,170/18888,0.00137039083713454,0.0133268696225042,0.0096676602266987,FLNB/HSD17B1/BTG2/NEURL1/RCAN1/HLF/PLEC/IGSF8/HDAC9/CITED2/MSC/ASB2/TCF21/NR1D2/KEL/COL6A1/MEF2C/GPCPD1/MEOX2/MYOZ1/MYOCD/BVES/TGFB1,23
BP,GO:0042542,response to hydrogen peroxide,16/1296,101/18888,0.00137896911165666,0.0133866825381599,0.00971105008208916,SOD1/ADAM9/AQP1/KLF4/STK24/NFE2L2/RHOB/HMOX1/FXN/CRYAB/PLEKHA1/AIFM1/COL1A1/CAT/EDN1/PDGFD,16
BP,GO:0002931,response to ischemia,12/1296,65/18888,0.00139769670896764,0.0135208765846448,0.00980839795766762,PIK3CB/HK2/RCAN1/CPEB4/NFE2L2/CX3CR1/HYOU1/CSF1/MEF2C/AIFM1/NPR3/BVES,12
BP,GO:0080164,regulation of nitric oxide metabolic process,12/1296,65/18888,0.00139769670896764,0.0135208765846448,0.00980839795766762,PIK3CB/PKD2/KLF4/CX3CR1/GLA/PTGIS/ASS1/TLR4/RGN/MIR181A2/MIR181B1/EDN1,12
BP,GO:0006941,striated muscle contraction,25/1296,191/18888,0.0014001637787656,0.0135210211490605,0.00980850282848056,CALM1/SCN9A/DSP/PDE5A/ALDOA/ATP1A1/PIK3CG/JUP/NEDD4L/KCNJ5/SCN11A/PRKD1/SCN7A/SLC8A1/GJA1/CACNA2D1/TMEM38B/ABCC9/GJC1/TPM1/ATP8A2/ATP1B1/FGF12/STC1/ARG2,25
BP,GO:0048566,embryonic digestive tract development,8/1296,33/18888,0.00142192503318976,0.0136832367068209,0.0099261782421624,FGF10/TCF21/RARB/CXCL8/PCSK5/PDGFRA/FGF9/ALDH1A2,8
BP,GO:1905207,regulation of cardiocyte differentiation,8/1296,33/18888,0.00142192503318976,0.0136832367068209,0.0099261782421624,GPER1/BMP4/PRICKLE1/MEF2C/ARRB2/TBX5/MYOCD/TGFB1,8
BP,GO:0070527,platelet aggregation,13/1296,74/18888,0.00144809436013539,0.0138625283246436,0.0100562410769993,PIK3CB/LYN/PRKG1/PDPN/PIK3CG/TYRO3/UBASH3B/PRKCA/CD9/PLEK/FGG/PDGFRA/P2RY12,13
BP,GO:0007229,integrin-mediated signaling pathway,17/1296,111/18888,0.00145445295508242,0.0138625283246436,0.0100562410769993,NEDD9/LAMA2/PLPP3/ITGA5/ADAM9/LAMC1/LAMB2/FN1/VAV1/ITGB6/ITGA9/PRKD1/HCK/COL3A1/PLEK/LAMB1/CD177,17
BP,GO:0050871,positive regulation of B cell activation,14/1296,83/18888,0.00145456880624648,0.0138625283246436,0.0100562410769993,BCL6/CD28/MIF/BAD/MMP14/NCKAP1L/MAD2L2/MEF2C/NFATC2/TLR4/PELI1/IL2RG/TGFB1/GPR183,14
BP,GO:0051279,regulation of release of sequestered calcium ion into cytosol,14/1296,83/18888,0.00145456880624648,0.0138625283246436,0.0100562410769993,CALM1/PKD2/JPH2/PRKCE/LYN/JPH1/GPER1/UBASH3B/CORO1A/PRKD1/SLC8A1/TMEM38B/AKAP6/F2R,14
BP,GO:0086003,cardiac muscle cell contraction,14/1296,83/18888,0.00145456880624648,0.0138625283246436,0.0100562410769993,SCN9A/DSP/ATP1A1/JUP/NEDD4L/KCNJ5/SCN11A/SCN7A/GJA1/CACNA2D1/ABCC9/GJC1/FGF12/STC1,14
BP,GO:0035330,regulation of hippo signaling,7/1296,26/18888,0.00145564089589565,0.0138625283246436,0.0100562410769993,LIMD1/ARRDC3/WWC1/NUAK2/FRMD6/SHANK2/WWC3,7
BP,GO:0001755,neural crest cell migration,11/1296,57/18888,0.00150219222122139,0.0142515159926266,0.0103384229181187,EFNB1/SEMA4C/SEMA3D/FN1/KITLG/BMP4/SEMA6A/SEMA6D/NRP2/EDN1/SEMA5A,11
BP,GO:2000107,negative regulation of leukocyte apoptotic process,11/1296,57/18888,0.00150219222122139,0.0142515159926266,0.0103384229181187,BCL6/MIF/DOCK8/EFNA1/IDO1/KITLG/BMP4/ST6GAL1/BCL3/CCR7/ARG2,11
BP,GO:0046660,female sex differentiation,18/1296,121/18888,0.00150424053458627,0.0142515159926266,0.0103384229181187,LEP/INHA/INHBA/SOD1/NRIP1/SFRP1/KIT/SLIT2/MMP14/FGF10/TYRO3/KITLG/DACH1/PLEKHA1/VEGFA/SLIT3/IDH1/PDGFRA,18
BP,GO:0035725,sodium ion transmembrane transport,24/1296,182/18888,0.00155860010130273,0.0147184867390569,0.0106771757265556,SLC6A8/PKD2/SLC20A1/SCN9A/SLC9A9/ANK3/PRKCE/ATP1A1/SLC4A4/NEDD4L/FXYD3/PTPN3/SCN11A/CNNM4/SLC13A4/SCN7A/SLC8A1/KCNK1/HECW2/SLC6A6/SLC4A7/ATP1B1/FGF12/SLC6A15,24
BP,GO:0043010,camera-type eye development,39/1296,346/18888,0.00155886765607712,0.0147184867390569,0.0106771757265556,FLT1/INHBA/RDH13/NTRK2/FBN2/MAF/FKBP8/NFIA/SPRED1/AQP1/LAMB2/KLF4/GRHL3/BMPR2/FGF10/LAMC3/CITED2/WNT2/GATA3/BCAR3/BMP4/RDH10/PROM1/PRICKLE1/CRYAB/SLC1A1/TGFBR2/GJA1/MEIS1/VEGFA/NOTCH2/ACVRL1/TWSG1/SKIL/PDGFRA/ATP8A2/RORB/ALDH1A2/NDP,39
BP,GO:0010171,body morphogenesis,10/1296,49/18888,0.00156389756085956,0.0147407370095378,0.01069331665545,NOG/GREM2/DLX5/PRICKLE1/PLEKHA1/COL1A1/LEF1/CRISPLD1/PDGFRA/CRISPLD2,10
BP,GO:0046209,nitric oxide metabolic process,14/1296,84/18888,0.00163750784449036,0.0154082222773376,0.0111775279487397,PIK3CB/PKD2/KLF4/CX3CR1/GLA/PTGIS/ASS1/TLR4/RGN/CPS1/MIR181A2/MIR181B1/ARG2/EDN1,14
BP,GO:0030326,embryonic limb morphogenesis,18/1296,122/18888,0.00165399817684185,0.0155104522909965,0.0112516882778357,NOG/FBN2/AFF3/BMP4/RDH10/DLX5/PRICKLE1/PBX1/RSPO2/GJA1/CHST11/RARB/TBX5/NOTCH2/PRRX1/LEF1/FGF9/ALDH1A2,18
BP,GO:0035113,embryonic appendage morphogenesis,18/1296,122/18888,0.00165399817684185,0.0155104522909965,0.0112516882778357,NOG/FBN2/AFF3/BMP4/RDH10/DLX5/PRICKLE1/PBX1/RSPO2/GJA1/CHST11/RARB/TBX5/NOTCH2/PRRX1/LEF1/FGF9/ALDH1A2,18
BP,GO:0045927,positive regulation of growth,31/1296,258/18888,0.00167863558512042,0.0157147650532326,0.011399902106081,LEP/KRT17/SLC23A2/SFRP1/IGF1/CSH2/MMP14/BMPR2/BASP1/FN1/WNT2/NEDD4L/FXN/CSF1/MEF2C/L1CAM/VEGFA/WFS1/TAF9B/TFCP2L1/TBX5/PLCB1/AKAP6/S100A8/ATP8A2/FGF9/CDKL5/IGFBP1/EDN1/SEMA5A/GHR,31
BP,GO:0150115,cell-substrate junction organization,16/1296,103/18888,0.00170249877806965,0.0159111495970781,0.0115423645970824,COL17A1/LIMCH1/PIK3R1/SFRP1/ITGA5/RAB8B/PLEC/LAMC1/MMP14/FN1/PRICKLE1/SDC4/EPHA3/VEGFA/ACVRL1/CDH11,16
BP,GO:0071731,response to nitric oxide,6/1296,20/18888,0.00173195111155413,0.0161553320081269,0.0117195009126782,EGLN1/AQP1/GUCY1B1/SCN11A/AIFM1/CCR7,6
BP,GO:0061005,cell differentiation involved in kidney development,11/1296,58/18888,0.00174089202894158,0.0161553320081269,0.0117195009126782,MTSS1/LAMB2/BASP1/GATA3/TCF21/PROM1/MEF2C/PODXL/NOTCH2/ACTA2/EDN1,11
BP,GO:0061756,leukocyte adhesion to vascular endothelial cell,11/1296,58/18888,0.00174089202894158,0.0161553320081269,0.0117195009126782,LEP/SELE/KLF4/ST3GAL4/CX3CR1/MIR221/CCL28/SELL/GCNT1/SELP/VCAM1,11
BP,GO:0086065,cell communication involved in cardiac conduction,11/1296,58/18888,0.00174089202894158,0.0161553320081269,0.0117195009126782,CALM1/DSP/ATP1A1/JUP/KCNJ5/SLC8A1/GJA1/CACNA2D1/TBX5/GJC1/ATP1B1,11
BP,GO:0070570,regulation of neuron projection regeneration,8/1296,34/18888,0.00174913551121722,0.0161553320081269,0.0117195009126782,KIAA0319/KLF4/TNR/STK24/INPP5F/MIR221/PRRX1/SPP1,8
BP,GO:0090022,regulation of neutrophil chemotaxis,8/1296,34/18888,0.00174913551121722,0.0161553320081269,0.0117195009126782,SLIT2/NCKAP1L/C3AR1/MPP1/MIR223/CCR7/CXCL8/EDN1,8
BP,GO:0090075,relaxation of muscle,8/1296,34/18888,0.00174913551121722,0.0161553320081269,0.0117195009126782,SOD1/PDE5A/ATP1A1/PRKG1/GUCY1A1/P2RY1/SLC8A1/ATP1B1,8
BP,GO:0002793,positive regulation of peptide secretion,17/1296,113/18888,0.00177397378854692,0.0163262000441349,0.0118434530606709,ABAT/LRRC8A/RAB8B/PRKCE/CRH/BAD/ITPR1/GPER1/VSNL1/TCF7L2/RFX6/PRKD1/NNAT/SPINK1/PLCB1/FGG/S100A8,17
BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,17/1296,113/18888,0.00177397378854692,0.0163262000441349,0.0118434530606709,LEP/PIK3R1/MIF/CYBB/OAS3/SPON2/CD84/TLR4/OAS2/TLR1/ZBTB20/LY96/OAS1/TGFB1/IFIH1/MMP8/IL33,17
BP,GO:0170033,L-amino acid metabolic process,22/1296,163/18888,0.00177651795910064,0.0163262000441349,0.0118434530606709,P4HA1/KYAT1/GPT2/PLOD2/EGLN3/GCLM/EGLN1/CDO1/GOT1/ALDH4A1/RIMKLA/ASPA/GLUL/AADAT/GFPT2/APIP/ASS1/CPS1/KMO/ARG2/NDP/PIPOX,22
BP,GO:0034616,response to laminar fluid shear stress,5/1296,14/18888,0.00178971190860142,0.016338528913954,0.0118523967457048,ADAM9/KLF4/NFE2L2/ASS1/ABCA1,5
BP,GO:0035630,bone mineralization involved in bone maturation,5/1296,14/18888,0.00178971190860142,0.016338528913954,0.0118523967457048,LEP/RFLNB/IGF1/LTF/SNX10,5
BP,GO:0070593,dendrite self-avoidance,5/1296,14/18888,0.00178971190860142,0.016338528913954,0.0118523967457048,PALLD/CNTN6/EMB/CNTN4/NEXN,5
BP,GO:0071361,cellular response to ethanol,5/1296,14/18888,0.00178971190860142,0.016338528913954,0.0118523967457048,DNMT3A/SLC23A2/PRKCE/CYBB/ADCY7,5
BP,GO:0015749,monosaccharide transmembrane transport,18/1296,123/18888,0.00181615228585734,0.0165525019904419,0.0120076184188915,LEP/HK2/PIK3R1/SLC25A27/SLC2A14/SLC23A2/SLC2A1/IGF1/ENPP1/MFSD4B/PID1/SLC2A12/SLC2A3/NFE2L2/SGCB/MIR223/SLC1A2/EDN1,18
BP,GO:0060976,coronary vasculature development,10/1296,50/18888,0.00183670800802511,0.0166797310416495,0.0120999137044973,APLN/SPRED1/GPER1/BMP4/PRICKLE1/VEGFA/ADAMTS6/TBX5/ABCC9/MYOCD,10
BP,GO:0007492,endoderm development,14/1296,85/18888,0.00183918688308358,0.0166797310416495,0.0120999137044973,INHBA/NOG/DUSP1/ITGA5/LAMC1/MMP14/FN1/DUSP4/VTN/BMP4/COL6A1/COL5A2/LAMB1/MMP8,14
BP,GO:2001057,reactive nitrogen species metabolic process,14/1296,85/18888,0.00183918688308358,0.0166797310416495,0.0120999137044973,PIK3CB/PKD2/KLF4/CX3CR1/GLA/PTGIS/ASS1/TLR4/RGN/CPS1/MIR181A2/MIR181B1/ARG2/EDN1,14
BP,GO:0010714,positive regulation of collagen metabolic process,7/1296,27/18888,0.00185011007446594,0.0166947534710628,0.0121108113681994,INHBA/ENG/BMP4/VSIR/DDR2/TGFB1/F2R,7
BP,GO:0010758,regulation of macrophage chemotaxis,7/1296,27/18888,0.00185011007446594,0.0166947534710628,0.0121108113681994,MIF/SLAMF1/MTUS1/C5/CSF1/C3AR1/CMKLR1,7
BP,GO:0002691,regulation of cellular extravasation,9/1296,42/18888,0.00185598184217656,0.0166947534710628,0.0121108113681994,SELE/LYVE1/ST3GAL4/CCL28/PLCB1/GCNT1/SELP/XG/PDGFD,9
BP,GO:0043647,inositol phosphate metabolic process,9/1296,42/18888,0.00185598184217656,0.0166947534710628,0.0121108113681994,OCRL/IPMK/PRKG1/P2RY1/GPER1/PPIP5K2/PLEK/PLCB1/MINPP1,9
BP,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,9/1296,42/18888,0.00185598184217656,0.0166947534710628,0.0121108113681994,APLN/PRKG1/GPER1/BMP4/MEF2C/MIR223/NDRG2/MYOCD/TPM1,9
BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,13/1296,76/18888,0.0018609928701239,0.0167125646349563,0.0121237320529244,PIK3CB/GPR17/IGF1/SYNPO2L/PIK3CG/FGF10/KITLG/CSF1/COL3A1/NOTCH2/LPAR1/GPR65/F2R,13
BP,GO:0006066,alcohol metabolic process,41/1296,373/18888,0.00192862878797275,0.0172918034746045,0.0125439270762455,LEP/OCRL/IPMK/RDH13/GDPD3/SOD1/SCARB1/GALK1/HSD11B2/ERRFI1/ASAH1/PLPP3/SPTLC3/IGF1/LSS/ACSS1/GOT1/BMP5/NPC1/CYP11A1/PRKG1/PCBD1/P2RY1/GPER1/INSIG1/BMP6/RDH10/ACER2/CEBPA/TPK1/PPIP5K2/PLEK/ABCA1/PLCB1/SULT1B1/IDH1/SGPP2/MINPP1/CAT/ALDH1A2/LDLR,41
BP,GO:0010951,negative regulation of endopeptidase activity,18/1296,124/18888,0.00199149751168197,0.0177400925354029,0.0128691277006912,SERPINA3/CAST/GAPDH/SERPINB9/SERPINE1/TIMP3/AQP1/CARD16/KLF4/SH3RF1/VTN/LTF/VEGFA/SERPING1/CR1/SERPINI1/SERPINB10/NAIP,18
BP,GO:0033865,nucleoside bisphosphate metabolic process,18/1296,124/18888,0.00199149751168197,0.0177400925354029,0.0128691277006912,ACSS1/ENPP1/ACSF2/PDK1/FAR2/SLC27A2/ACOT4/COASY/ACACA/AADAT/TECR/PAPSS2/SULT1B1/VNN1/ACSM3/PDK2/ELOVL2/PIPOX,18
BP,GO:0033875,ribonucleoside bisphosphate metabolic process,18/1296,124/18888,0.00199149751168197,0.0177400925354029,0.0128691277006912,ACSS1/ENPP1/ACSF2/PDK1/FAR2/SLC27A2/ACOT4/COASY/ACACA/AADAT/TECR/PAPSS2/SULT1B1/VNN1/ACSM3/PDK2/ELOVL2/PIPOX,18
BP,GO:0034032,purine nucleoside bisphosphate metabolic process,18/1296,124/18888,0.00199149751168197,0.0177400925354029,0.0128691277006912,ACSS1/ENPP1/ACSF2/PDK1/FAR2/SLC27A2/ACOT4/COASY/ACACA/AADAT/TECR/PAPSS2/SULT1B1/VNN1/ACSM3/PDK2/ELOVL2/PIPOX,18
BP,GO:0031669,cellular response to nutrient levels,29/1296,239/18888,0.00200630459411551,0.0178431669870209,0.0129439006071969,LEP/INHBA/PLIN2/PRKAB2/TRIM24/SFRP1/SLC2A1/MAPK8/POSTN/SLC38A3/CPEB4/FOLR2/NUAK2/PMAIP1/SUV39H1/STK24/BMPR2/NFE2L2/GLUL/VDR/PRKD1/COL1A1/GPR155/SNAI2/AOC1/PDK2/CYP24A1/SESN3/PIK3C2B,29
BP,GO:0007566,embryo implantation,11/1296,59/18888,0.00200963794783668,0.0178440316334484,0.0129445278443586,SYDE1/SOD1/ERRFI1/STC2/DDR1/HSPG2/GJA1/VEGFA/PCSK5/STC1/SPP1,11
BP,GO:0032602,chemokine production,16/1296,105/18888,0.00208735752089258,0.0185043237463049,0.0134235210346789,TREM1/POSTN/MIF/TLR7/C5/KLF4/AIF1/OAS3/HMOX1/SNAI2/CD84/TLR4/OAS1/TGFB1/IL33/ARG2,16
BP,GO:0006520,amino acid metabolic process,34/1296,295/18888,0.00209118114804705,0.0185084636441917,0.0134265242250212,P4HA1/KYAT1/GPT2/PLOD2/EGLN3/ABAT/GCLM/EGLN1/ILVBL/CDO1/GOT1/ALDH4A1/RIMKLA/IDO1/PCBD1/BCAT2/ASPA/GLUL/BCKDHB/DPYD/AADAT/HMGCLL1/GFPT2/APIP/ASS1/CPS1/NOX4/SLC7A7/SLC1A3/KMO/ART4/ARG2/NDP/PIPOX,34
BP,GO:0006809,nitric oxide biosynthetic process,13/1296,77/18888,0.00210126735841095,0.0185382211428448,0.0134481110938301,PIK3CB/PKD2/KLF4/CX3CR1/GLA/PTGIS/ASS1/TLR4/RGN/MIR181A2/MIR181B1/ARG2/EDN1,13
BP,GO:0061045,negative regulation of wound healing,13/1296,77/18888,0.00210126735841095,0.0185382211428448,0.0134481110938301,SERPINE1/PRKG1/VTN/UBASH3B/PROS1/CD9/SERPING1/MYOZ1/CASK/FAP/FGG/PDGFRA/EDN1,13
BP,GO:0030183,B cell differentiation,21/1296,155/18888,0.00212829739634851,0.0187277525064418,0.013585602108409,INHA/INHBA/BCL6/PIK3R1/LRRC8A/SFRP1/HMGB3/BAD/HDAC9/KIT/MMP14/NCKAP1L/SLC25A5/FOSL2/BCL3/AICDA/NOTCH2/CR1/IL2RG/GPR183/VCAM1,21
BP,GO:1901136,carbohydrate derivative catabolic process,32/1296,273/18888,0.00212954313049311,0.0187277525064418,0.013585602108409,HEXB/LDHA/HK2/PDE7B/GALK1/PKM/PDE5A/ALDOA/GAPDH/IGF1/EDEM2/MAN1C1/PFKP/LYVE1/SLC4A4/NPL/GLA/CHI3L2/COL6A1/DPYD/GNPDA1/DDIT4/AICDA/PNP/VNN1/ZBTB20/NCCRP1/XDH/TGFB1/NT5E/AOAH/MIR181B1,32
BP,GO:0034110,regulation of homotypic cell-cell adhesion,8/1296,35/18888,0.00213302987048283,0.01872854570994,0.0135861775189989,ANK3/LYN/PRKG1/PDPN/UBASH3B/PRKCA/CD9/ZNF703,8
BP,GO:0042445,hormone metabolic process,29/1296,240/18888,0.00213650886519836,0.0187292684939646,0.0135867018454586,LEP/DIO2/MME/HSD17B1/RDH13/SLC16A10/DISP1/HSD3B2/BMP5/ATP1A1/CYP11A1/GATA3/STC2/BMP6/CYP26A1/RDH10/FURIN/TCF7L2/HSD17B2/CTSZ/PLEKHA1/GCNT4/PAPSS2/SULT1B1/PCSK5/PDGFRA/SPP1/ALDH1A2/GHR,29
BP,GO:0048013,ephrin receptor signaling pathway,10/1296,51/18888,0.00214669178294877,0.0187886642717135,0.0136297890980874,EFNB1/EPHB6/EFNA1/LYN/EPHA1/CHN1/EPHB3/SIPA1L1/EPHA3/EPHB4,10
BP,GO:0048608,reproductive structure development,35/1296,307/18888,0.00218056226233223,0.0190548657916005,0.0138228986518684,LEP/INHA/INHBA/NOG/SOD1/NRIP1/ERRFI1/ADAM2/SFRP1/KIT/BMP5/SLIT2/MMP14/GREB1L/FGF10/CITED2/BASP1/GATA3/TYRO3/BMP6/KITLG/BMP4/RDH10/TCF21/COL6A1/TNFSF10/PLEKHA1/PLAG1/GJA1/VEGFA/SLIT3/IDH1/MYOCD/PDGFRA/FGF9,35
BP,GO:0016266,O-glycan processing,9/1296,43/18888,0.00220672446372509,0.0191318847373902,0.0138787702121075,GALNT2/B3GNT2/GALNT3/ST3GAL4/POMGNT1/GALNT11/ST6GAL1/GCNT4/GCNT1,9
BP,GO:0042554,superoxide anion generation,9/1296,43/18888,0.00220672446372509,0.0191318847373902,0.0138787702121075,SH3PXD2A/SOD1/CYBB/NCF2/SH3PXD2B/NOX4/TGFB1/CD177/EDN1,9
BP,GO:0046839,phospholipid dephosphorylation,9/1296,43/18888,0.00220672446372509,0.0191318847373902,0.0138787702121075,OCRL/MTMR10/PLPP3/MTMR4/PIP4P2/INPP5F/MTMR6/MTMR8/SGPP2,9
BP,GO:0051353,positive regulation of oxidoreductase activity,9/1296,43/18888,0.00220672446372509,0.0191318847373902,0.0138787702121075,RFK/SCARB1/FXN/VDR/NDUFA4/AGTR1/NPR3/EDN1/CDH3,9
BP,GO:0060412,ventricular septum morphogenesis,9/1296,43/18888,0.00220672446372509,0.0191318847373902,0.0138787702121075,NOG/EGLN1/HEY1/SLIT2/BMPR2/CITED2/BMP4/TGFBR2/SLIT3,9
BP,GO:0006633,fatty acid biosynthetic process,22/1296,166/18888,0.00224392184321099,0.0194238383727871,0.0140905610248728,ABCD3/PRKAB2/MIF/ACSS1/HPGDS/ABHD3/SCD/INSIG1/PTGES/ACOT4/TBXAS1/PTGIS/ACACA/PLA2G10/TECR/RGN/ACSM3/FADS2/LIPG/ELOVL2/CBR1/EDN1,22
BP,GO:0045859,regulation of protein kinase activity,49/1296,470/18888,0.00227714352039846,0.0196805162562337,0.0142767618833759,FLT1/SASH1/LEP/CALM1/SOD1/DUSP1/ERRFI1/NEDD9/ADAM9/IGF1/KIT/EFNA1/SPRED1/LYN/EPHA1/PIK3CG/TOM1L1/CCND2/CCND1/MIR218-1/SNX9/S100A12/UBASH3B/PDGFC/CSF1/ADRA2C/CD4/TGFBR2/GPRC5A/DDR2/LTF/TSPYL2/SLC8A1/VEGFA/ANGPT1/MMD/SLC11A1/CCR7/LCP2/SPRY4/TLR4/MYOCD/NOX4/LRP8/HEG1/ADARB1/EDN1/PDGFD/GHR,49
BP,GO:0071800,podosome assembly,6/1296,21/18888,0.00228542907252471,0.0196903998529707,0.0142839317032794,LCP1/ASB2/DOCK5/BIN2/SH3PXD2B/HCK,6
BP,GO:2001044,regulation of integrin-mediated signaling pathway,6/1296,21/18888,0.00228542907252471,0.0196903998529707,0.0142839317032794,LAMA2/LAMC1/LAMB2/PRKD1/LAMB1/CD177,6
BP,GO:0046545,development of primary female sexual characteristics,16/1296,106/18888,0.0023054638215254,0.019801133196092,0.0143642605702517,LEP/INHA/INHBA/SOD1/NRIP1/SFRP1/KIT/SLIT2/MMP14/KITLG/DACH1/PLEKHA1/VEGFA/SLIT3/IDH1/PDGFRA,16
BP,GO:1990823,response to leukemia inhibitory factor,16/1296,106/18888,0.0023054638215254,0.019801133196092,0.0143642605702517,HK2/B3GNT2/KDM3A/GCLM/KLF4/PFKP/SLC25A5/BCAT2/FOSL2/MSC/VEGFC/PLA2G10/GFPT2/SPRY4/NRP2/SNX10,16
BP,GO:0015740,C4-dicarboxylate transport,7/1296,28/18888,0.00232262336078264,0.0198557290098535,0.0144038658033032,ABAT/LRRC8A/SLC16A1/SLC1A6/SLC1A1/SLC1A2/SLC1A3,7
BP,GO:0051953,negative regulation of amine transport,7/1296,28/18888,0.00232262336078264,0.0198557290098535,0.0144038658033032,LEP/ABAT/CRH/PRKG1/P2RY1/RGS4/ADRA2C,7
BP,GO:2000647,negative regulation of stem cell proliferation,7/1296,28/18888,0.00232262336078264,0.0198557290098535,0.0144038658033032,TSC22D1/FGF10/CEBPA/MIR221/SNAI2/RARB/MIR181A2,7
BP,GO:0048511,rhythmic process,34/1296,297/18888,0.00233710429460598,0.0199385112320382,0.0144639181951674,LEP/BHLHE40/INHBA/NTRK2/SCN9A/NRIP1/GPR157/MAPK8/OPRK1/CRH/HLF/NCOR2/SLIT2/NOCT/PRKG1/SUV39H1/BHLHE41/TYRO3/PER3/NR1D2/GABRB1/COL6A1/SCN11A/PLEKHA1/ASS1/SLIT3/NFIL3/HEBP1/CA12/HAS2/PDGFRA/SLC26A6/PARP1/RORB,34
BP,GO:0002262,myeloid cell homeostasis,23/1296,177/18888,0.00233953876806832,0.0199385112320382,0.0144639181951674,PIK3CB/INHA/INHBA/BCL6/KMT2E/SOD1/PTBP3/HCAR2/KIT/LYN/NCKAP1L/SLC25A5/CITED2/GATA3/KITLG/HMOX1/SLC11A2/BMP4/CSF1/MIR221/PLA2G10/VEGFA/GCNT4,23
BP,GO:0030177,positive regulation of Wnt signaling pathway,20/1296,146/18888,0.00235088409266818,0.020004282232982,0.0145116302016555,SFRP1/LYPD6/FGF10/ZEB2/JUP/ADGRA2/CAPRIN2/DLX5/RSPO2/COL1A1/LGR5/SULF2/WLS/DKK2/BAMBI/LEF1/TGFB1/FGF9/SEMA5A/CDH3,20
BP,GO:0071887,leukocyte apoptotic process,17/1296,116/18888,0.00236252629632752,0.0200723728781971,0.0145610249388445,PIK3CB/BCL6/HCAR2/PLEKHO2/MIF/DOCK8/EFNA1/LYN/IDO1/KITLG/BMP4/ST6GAL1/MEF2C/BCL3/CCR7/CLC/ARG2,17
BP,GO:0048771,tissue remodeling,24/1296,188/18888,0.00241643425069838,0.0204789244988339,0.0148559481311817,LEP/SFRP1/MMP14/BMPR2/FGF10/FOSL2/DOCK5/UBASH3B/PRKCA/ELF3/COL6A1/MEF2C/VDR/DDR2/GJA1/NOTCH2/ACVRL1/NPR3/NOX4/TGFB1/SNX10/SPP1/NDP/F2R,24
BP,GO:0050870,positive regulation of T cell activation,30/1296,253/18888,0.00241780555834981,0.0204789244988339,0.0148559481311817,LEP/EFNB1/BCL6/CD28/VTCN1/IGF1/BAD/SLAMF1/DOCK8/LYN/EBI3/NCKAP1L/AIF1/GATA3/VAV1/KITLG/VSIR/MAP3K8/CD4/TGFBR2/CORO1A/PDCD1LG2/CCR7/PNP/CR1/VNN1/CCL2/IL2RG/LEF1/VCAM1,30
BP,GO:0045936,negative regulation of phosphate metabolic process,41/1296,378/18888,0.00246329163923542,0.0208321934029818,0.0151122186456161,INHA/INHBA/CALM1/DUSP1/ERRFI1/PLPP3/SFRP1/KLHL31/ENPP1/FKBP8/SLIT2/SPRED1/LYN/EPHA1/PRKG1/PID1/KIRREL1/PPP1R16B/NCKAP1L/MIR218-1/MGAT5/C9orf72/UBASH3B/INPP5F/GPRC5A/SLC8A1/NNT/DDIT4/ANGPT1/ARRB2/SPINK1/PLEK/SPRY4/RGN/MYOCD/XDH/TGFB1/PARP1/PTPN13/HEG1/ADARB1,41
BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,21/1296,157/18888,0.0024925903173637,0.0210239413262458,0.0152513176106244,INHBA/GCLM/SFRP1/IGF1/SERPINE1/BMP5/ZMYND11/PMAIP1/FGF10/SRPX/GPER1/SH3RF1/HMOX1/BMP4/TCF7L2/TNFSF10/MIR221/SNAI2/TLR4/FGG/SKIL,21
